"complaint_case_id","case_status","priority","case_opened_ts","case_closed_ts","resolution_hours","customer_id","customer_name","customer_contact","customer_phone","customer_email","customer_site","service_contract","machine_id","machine_serial","machine_model","operation_code","operation_name","run_id","fault_category","error_code_triggered","vibration_severity_score","failure_mode","failure_mode_detail","sensor_x_rms","sensor_y_rms","sensor_z_rms","sensor_x_crest","sensor_kurtosis","phone_call_notes","assigned_technician","assigned_fe","investigation_notes","remedy_notes","rma_required","rma_number","rma_type","rma_description","rma_disposition","rma_credit_issued","parts_cost_usd","labour_hours","billable","linked_error_codes","linked_run_id","source"
"CMP-SYN-2054","CLOSED","P4-LOW","16 Feb 2021 13:00","20 Feb 2021 23:00","16","CUST-005","Pacific Rim Precision","Kevin Tanaka","(206) 555-0512","ktanaka@pacrimprec.com","Seattle, WA","PLATINUM","M01","EIQ-M01-2021-5847","VMC-3000","OP01","Face Milling","","tool_wear","VIB-MD-001","3.162","Tool Wear","Progressive cutting edge wear beyond service life","276.12","360.74","1005.68","4.916","16.234","Inbound call from Kevin Tanaka at Pacific Rim Precision. Reports intermittent spindle load spikes on M01 over the past 3 shifts. Error VIB-MD-001 appearing 4–6 times per shift, machine not stopping but operator applying feed override down to 70%. Surface finish on aluminium parts showing chatter marks. Customer believes tool is worn but wants confirmation before scrapping tooling. Last PM was 3 weeks ago.","Petrov, A.","Jackson, T. (FE-07)","Field engineer Jackson, T. (FE-07) attended site 5 business days after initial call. Inspection findings: tool T6 showed severe flank wear on 2 of 4 flutes, corner radius worn to near-zero. Chip formation analysis: short, powdery chips consistent with rubbing rather than cutting. Coolant concentration measured at 6.1% (low — should be 8–10%); low concentration accelerating wear. Ball screw and guides inspected — nominal. No machine defect identified.","Recommended process change: implement tool condition monitoring via spindle load P002 trending. Set adaptive alarm at +25% above baseline load for each operation. Customer's process engineer will configure alarm thresholds in next maintenance window. No machine parts replaced. Case closed.","NO","","","","","","0","2.2","NO","VIB-MD-001","","synthetic_extension"
"CMP-SYN-2055","CLOSED","P3-MEDIUM","02 Feb 2019 21:00","07 Feb 2019 05:00","9","CUST-006","Appalachian Machine Works","Bobby Hicks","(423) 555-0667","bhicks@appmach.com","Knoxville, TN","STANDARD","M03","EIQ-M03-2019-6036","VMC-3000","OP02","Contour Milling","","tool_wear","SPN-SR-001","2.603","Tool Wear","Progressive cutting edge wear beyond service life","342.97","340.61","1055.38","5.274","8.527","Inbound call from Bobby Hicks at Appalachian Machine Works. Reports intermittent spindle load spikes on M03 over the past 3 shifts. Error SPN-SR-001 appearing 4–6 times per shift, machine not stopping but operator applying feed override down to 70%. Surface finish on aluminium parts showing chatter marks. Customer believes tool is worn but wants confirmation before scrapping tooling. Last PM was 14 weeks ago.","Rodriguez, M.","","Technical investigation by Rodriguez, M.. Downloaded vibration data from Bosch CISS sensor for run_id M03_Feb_2019_SYN_055. X-axis RMS = 343 (units: ADC counts), crest factor 5.27. Pattern consistent with increased cutting forces from worn tool. Compared against M03 baseline from Aug 2019 — load elevated by 18%. No bearing defect frequency components detected in spectrum. Root cause confirmed: tool wear beyond service life. No warranty claim applicable.","No machine repair required. Customer coaching on tool life management completed by Jackson, T. (FE-07). Provided updated tooling recommendation for Contour Milling on aluminium: increase feed rate by 10%, reduce depth of cut by 15%, change tool grade to uncoated carbide. New parameters tested and validated. Surface finish improved to Ra 0.6 μm. Case closed — no charge under GOLD service contract.","NO","","","","","","0","6.3","YES","SPN-SR-001","","synthetic_extension"
"CMP-SYN-2056","PENDING_PARTS","P2-HIGH","25 Aug 2021 21:00","","","CUST-007","Rio Grande Manufacturing","Carlos Mendez","(505) 555-0723","cmendez@riograndemfg.com","Albuquerque, NM","SILVER","M01","EIQ-M01-2021-4037","VMC-3000","OP00","Workpiece Loading","","actuator_fault","TCS-MJ-001","7.92","Actuator Fault","Mechanical or electrical actuator failure","484.32","136.55","847.31","4.628","2.438","Call from Carlos Mendez at Rio Grande Manufacturing. M01 hydraulic system alarm TCS-MJ-001. Clamping fixture not releasing correctly — workpiece stuck in fixture. Hydraulic pressure P050 reading 4.63 bar. Customer manually bled hydraulic circuit but pressure not recovering. Machine S/N EIQ-M01-2021-4037.","Rodriguez, M.","Brennan, K. (FE-15)","Investigation Rodriguez, M.. Hydraulic pressure trend for M01 shows gradual decay from 72 bar to 5 bar over 3 weeks — internal leak in pressure relief valve (RV1) allowing bypass. Relief valve inspected: seat worn, allowing 3.3 L/min internal bypass at nominal pressure. Relief valve replaced — pressure restored to 71 bar. Clamping function tested: all 4 fixture stations confirmed >55 bar clamp pressure. Error code TCS-MJ-001 triggered correctly.","SSV lube distributor block replaced (PN: EIQ-LUB-SSV-6). Ball screw backlash compensation parameter adjusted from 0.003 to 0.006 mm. Lubrication system primed and verified — all 18 lube points confirmed receiving oil. Following error P016 re-tested: max 0.008 mm on rapid traverse — within specification. Machine re-qualified. Parts cost: $445. Labour: 2.3 h.","NO","","","","","","445","2.3","YES","TCS-MJ-001","","synthetic_extension"
"CMP-SYN-2057","CLOSED","P1-CRITICAL","03 Aug 2019 18:00","11 Aug 2019 07:00","27","CUST-008","Atlantic Precision Group","Jennifer Walsh","(617) 555-0834","jwalsh@atlanticprecision.com","Boston, MA","GOLD","M01","EIQ-M01-2019-9534","VMC-3000","OP12","Tool Change","","actuator_fault","LUB-CR-001","6.079","Actuator Fault","Mechanical or electrical actuator failure","282.38","286.36","940.07","7.368","15.866","Call from Jennifer Walsh at Atlantic Precision Group. M01 hydraulic system alarm LUB-CR-001. Clamping fixture not releasing correctly — workpiece stuck in fixture. Hydraulic pressure P050 reading 7.37 bar. Customer manually bled hydraulic circuit but pressure not recovering. Machine S/N EIQ-M01-2019-9534.","Novak, P.","Brennan, K. (FE-15)","Investigation Novak, P.. Hydraulic pressure trend for M01 shows gradual decay from 72 bar to 7 bar over 3 weeks — internal leak in pressure relief valve (RV1) allowing bypass. Relief valve inspected: seat worn, allowing 1.8 L/min internal bypass at nominal pressure. Relief valve replaced — pressure restored to 71 bar. Clamping function tested: all 4 fixture stations confirmed >55 bar clamp pressure. Error code LUB-CR-001 triggered correctly.","ATC arm proximity sensor SW-ATC-MID re-adjusted and bracket re-secured. 20 ATC cycle test conducted without fault. Customer maintenance team advised to include sensor mounting check in quarterly PM. No parts replaced. Labour: 0.5 h (covered under GOLD contract).","NO","","","","","","665","2.8","NO","LUB-CR-001","","synthetic_extension"
"CMP-SYN-2058","ESCALATED","P1-CRITICAL","09 Aug 2021 09:00","","","CUST-009","Heartland CNC Services","Tom Hartley","(515) 555-0912","thartley@heartlandcnc.com","Des Moines, IA","STANDARD","M03","EIQ-M03-2021-4690","VMC-3000","OP14","Spindle Run Test","","actuator_fault","AXS-CR-001","7.429","Actuator Fault","Mechanical or electrical actuator failure","302.51","284.84","1106.53","6.936","13.273","Call from Tom Hartley at Heartland CNC Services. M03 hydraulic system alarm AXS-CR-001. Clamping fixture not releasing correctly — workpiece stuck in fixture. Hydraulic pressure P050 reading 6.94 bar. Customer manually bled hydraulic circuit but pressure not recovering. Machine S/N EIQ-M03-2021-4690.","Kumar, R.","Lee, S. (FE-12)","Investigation Kumar, R.. Hydraulic pressure trend for M03 shows gradual decay from 72 bar to 7 bar over 3 weeks — internal leak in pressure relief valve (RV1) allowing bypass. Relief valve inspected: seat worn, allowing 3.9 L/min internal bypass at nominal pressure. Relief valve replaced — pressure restored to 71 bar. Clamping function tested: all 4 fixture stations confirmed >55 bar clamp pressure. Error code AXS-CR-001 triggered correctly.","ATC arm proximity sensor SW-ATC-MID re-adjusted and bracket re-secured. 20 ATC cycle test conducted without fault. Customer maintenance team advised to include sensor mounting check in quarterly PM. No parts replaced. Labour: 0.5 h (covered under GOLD contract).","YES","RMA-94622","VALVE_WARRANTY","Hydraulic relief valve returned — premature internal seat wear","Valve inspected — seat wear confirmed at 11 months in service. Within 12-month warranty. Replacement valve issued.","YES","406","4.2","YES","AXS-CR-001","","synthetic_extension"
"CMP-SYN-2059","ESCALATED","P4-LOW","09 Aug 2021 22:00","","","CUST-010","Mountain West Machining LLC","Janet Fujimoto","(303) 555-1034","jfujimoto@mwmach.com","Denver, CO","SILVER","M01","EIQ-M01-2021-3859","VMC-3000","OP02","Contour Milling","","tool_wear","SPN-WN-001","3.722","Tool Wear","Progressive cutting edge wear beyond service life","446.82","120.11","854.43","7.456","7.291","Customer called reporting elevated spindle load alarms on M01 during Contour Milling operation. Operator noticed surface finish degradation on last 8–12 parts before alarm triggered. Machine displaying SPN-WN-001 with spindle load P002 reading 4.47%. Customer states tool was at approximately 79% of programmed tool life. Production halted on affected spindle. Customer requesting priority callback from field support. Machine M/N VMC-3000, S/N EIQ-M01-2021-3859. Current shift supervisor: Janet Fujimoto.","Novak, P.","Mbeki, J. (FE-03)","Field engineer Mbeki, J. (FE-03) attended site 1 business days after initial call. Inspection findings: tool T8 showed severe flank wear on 2 of 4 flutes, corner radius worn to near-zero. Chip formation analysis: short, powdery chips consistent with rubbing rather than cutting. Coolant concentration measured at 6.2% (low — should be 8–10%); low concentration accelerating wear. Ball screw and guides inspected — nominal. No machine defect identified.","Tool T8 replaced with new insert grade IC900 (customer's standard). Tool life counter reset to 0. Coolant concentration checked and adjusted to 9% (from 6.2%). First-off part inspected: dimensions within tolerance, surface finish Ra 0.8 μm achieved. Production resumed. Customer advised to increase tool change frequency by 20% for this material/operation combination and to check coolant concentration weekly. No chargeable service.","NO","","","","","","0","3.9","YES","SPN-WN-001","","synthetic_extension"
"CMP-SYN-2060","CLOSED","P3-MEDIUM","10 Feb 2019 19:00","14 Feb 2019 03:00","20","CUST-001","Precision Parts Midwest LLC","Dave Kowalski","(312) 555-0142","dkowalski@precisionmidwest.com","Chicago, IL","GOLD","M02","EIQ-M02-2019-5256","VMC-3000","OP11","Surface Finishing","","tool_wear","SPN-SR-001","5.664","Tool Wear","Progressive cutting edge wear beyond service life","523.88","218.16","1125.45","4.735","12.571","Customer called reporting elevated spindle load alarms on M02 during Surface Finishing operation. Operator noticed surface finish degradation on last 8–12 parts before alarm triggered. Machine displaying SPN-SR-001 with spindle load P002 reading 5.24%. Customer states tool was at approximately 84% of programmed tool life. Production halted on affected spindle. Customer requesting priority callback from field support. Machine M/N VMC-3000, S/N EIQ-M02-2019-5256. Current shift supervisor: Dave Kowalski.","Kumar, R.","Torres, R. (FE-09)","Technical investigation by Kumar, R.. Downloaded vibration data from Bosch CISS sensor for run_id M02_Feb_2019_SYN_060. X-axis RMS = 524 (units: ADC counts), crest factor 4.74. Pattern consistent with increased cutting forces from worn tool. Compared against M02 baseline from Aug 2019 — load elevated by 44%. No bearing defect frequency components detected in spectrum. Root cause confirmed: tool wear beyond service life. No warranty claim applicable.","Tool T28 replaced with new insert grade IC900 (customer's standard). Tool life counter reset to 0. Coolant concentration checked and adjusted to 9% (from 6.2%). First-off part inspected: dimensions within tolerance, surface finish Ra 0.8 μm achieved. Production resumed. Customer advised to increase tool change frequency by 20% for this material/operation combination and to check coolant concentration weekly. No chargeable service.","NO","","","","","","0","3.4","NO","SPN-SR-001","","synthetic_extension"
"CMP-SYN-2061","IN_PROGRESS","P1-CRITICAL","11 Aug 2019 16:00","","","CUST-002","AeroMach Industries","Sandra Okonkwo","(714) 555-0287","sokonkwo@aeromach.com","Anaheim, CA","PLATINUM","M01","EIQ-M01-2019-9877","VMC-3000","OP05","Thread Tapping","","spindle_bearing_fault","SPN-CR-001","3.52","Spindle Bearing Fault","Bearing race or rolling element fatigue defect","520.12","171.05","958.19","6.989","6.417","Call received from Sandra Okonkwo. M01 has been showing progressive vibration increase on spindle bearing sensor P004 over the past 2 weeks — operator noticed noise change but kept running. Now at 6.99 mm/s RMS, alarm SPN-CR-001 active. Customer asks if bearing can be replaced on-site or if spindle needs to go to depot. Machine hours: approx 1930h on current bearing set. Last grease service: 4 months ago.","Petrov, A.","Mbeki, J. (FE-03)","Investigation by Petrov, A.. Pulled Bosch CISS historical data for M01 OP05. Crest factor trend showed gradual increase from 3.2 to 7.0 over 90 days before alarm. Kurtosis crossed early-warning threshold (8.0) approximately 5 days before customer called — alarm SPN-SR-003 was generated but apparently not actioned by customer maintenance team. Investigation highlights need for customer to review alarm log regularly. Machine performed as designed.","Spindle cooling fan motor replaced (PN: EIQ-SPN-FAN-200L). Air filter cleaned — found 60% blocked. Post-repair spindle temperature P003 running at 55°C vs. 72°C pre-repair. Machine re-qualified. Advised customer to add fan inspection to monthly PM checklist. No charge under PLATINUM service contract.","YES","RMA-75547","VALVE_WARRANTY","Hydraulic relief valve returned — premature internal seat wear","Valve inspected — seat wear confirmed at 11 months in service. Within 12-month warranty. Replacement valve issued.","YES","650","2.0","NO","SPN-CR-001","","synthetic_extension"
"CMP-SYN-2062","PENDING_PARTS","P1-CRITICAL","22 Feb 2021 18:00","","","CUST-003","Lone Star Machining Co.","Billy Ray Tanner","(214) 555-0391","brtanner@lonestarmach.com","Dallas, TX","SILVER","M01","EIQ-M01-2021-8232","VMC-3000","OP14","Spindle Run Test","","actuator_fault","LUB-CR-001","6.671","Actuator Fault","Mechanical or electrical actuator failure","352.31","250.33","861.43","4.008","17.357","Call from Billy Ray Tanner at Lone Star Machining Co.. M01 hydraulic system alarm LUB-CR-001. Clamping fixture not releasing correctly — workpiece stuck in fixture. Hydraulic pressure P050 reading 4.01 bar. Customer manually bled hydraulic circuit but pressure not recovering. Machine S/N EIQ-M01-2021-8232.","Williams, S.","Brennan, K. (FE-15)","Emergency remote diagnostic by Williams, S.. ATC arm position log shows arm stopped at 23° of 90° swing — proximity sensor SW-ATC-MID not triggering. Customer technician guided to manually rotate ATC arm to home using maintenance jog mode. Sensor adjusted — fretting of mounting bracket caused sensor to drift out of range. ATC tested 20 cycles without recurrence. No parts required. Error LUB-CR-001 correctly triggered machine stop to prevent collision.","SSV lube distributor block replaced (PN: EIQ-LUB-SSV-6). Ball screw backlash compensation parameter adjusted from 0.003 to 0.006 mm. Lubrication system primed and verified — all 18 lube points confirmed receiving oil. Following error P016 re-tested: max 0.008 mm on rapid traverse — within specification. Machine re-qualified. Parts cost: $233. Labour: 3.9 h.","NO","","","","","","233","3.9","YES","LUB-CR-001","","synthetic_extension"
"CMP-SYN-2063","IN_PROGRESS","P2-HIGH","16 Aug 2020 12:00","","","CUST-004","Great Lakes Tool & Die","Marie Johansson","(313) 555-0448","mjohansson@gltd.com","Detroit, MI","GOLD","M02","EIQ-M02-2020-4419","VMC-3000","OP11","Surface Finishing","","tool_wear","SPN-MJ-003","4.068","Tool Wear","Progressive cutting edge wear beyond service life","464.7","319.01","1126.36","3.221","14.844","Customer Great Lakes Tool & Die called — M02 threw hard alarm SPN-MJ-003 mid-program during Surface Finishing. Spindle load P002 peaked at 4.65% before drive tripped. Tool T10 found broken in spindle bore — approx 40mm of flute snapped. Last good part passed inspection; current part scrapped. Customer asking about warranty on tooling and whether machine caused the breakage or vice versa.","Novak, P.","","Remote diagnostic session conducted with Novak, P.. Reviewed P002 spindle load trend via OPC-UA historian — clear monotonic increase over prior 50 cycles consistent with progressive flank wear. NDCG feature trend confirms tool_wear classification. Kurtosis P064 = 14.8 (normal range 2.5–5.0). Recommended immediate tool replacement. Advised customer to calibrate tool life counter to actual tool life rather than theoretical. No machine fault — tooling and process issue. Error code SPN-MJ-003 confirmed appropriate.","No machine repair required. Customer coaching on tool life management completed by Lee, S. (FE-12). Provided updated tooling recommendation for Surface Finishing on aluminium: increase feed rate by 10%, reduce depth of cut by 15%, change tool grade to uncoated carbide. New parameters tested and validated. Surface finish improved to Ra 0.6 μm. Case closed — no charge under GOLD service contract.","NO","","","","","","0","4.0","NO","SPN-MJ-003","","synthetic_extension"
"CMP-SYN-2064","CLOSED","P1-CRITICAL","09 Aug 2019 13:00","16 Aug 2019 22:00","33","CUST-005","Pacific Rim Precision","Kevin Tanaka","(206) 555-0512","ktanaka@pacrimprec.com","Seattle, WA","PLATINUM","M03","EIQ-M03-2019-9998","VMC-3000","OP14","Spindle Run Test","","actuator_fault","AXS-CR-001","7.804","Actuator Fault","Mechanical or electrical actuator failure","494.54","220.59","800.47","5.543","11.579","URGENT — Pacific Rim Precision reporting M03 stuck in tool change. ATC arm stopped mid-swing, alarm AXS-CR-001 active. Machine cannot be reset — arm is blocking spindle access. Production line stopped. Customer has 14 people waiting. Contact: Kevin Tanaka, phone: (206) 555-0512. Machine S/N EIQ-M03-2019-9998. Requesting immediate escalation to field support.","Williams, S.","Brennan, K. (FE-15)","Investigation Williams, S.. Hydraulic pressure trend for M03 shows gradual decay from 72 bar to 6 bar over 3 weeks — internal leak in pressure relief valve (RV1) allowing bypass. Relief valve inspected: seat worn, allowing 3.4 L/min internal bypass at nominal pressure. Relief valve replaced — pressure restored to 71 bar. Clamping function tested: all 4 fixture stations confirmed >55 bar clamp pressure. Error code AXS-CR-001 triggered correctly.","ATC arm proximity sensor SW-ATC-MID re-adjusted and bracket re-secured. 20 ATC cycle test conducted without fault. Customer maintenance team advised to include sensor mounting check in quarterly PM. No parts replaced. Labour: 0.5 h (covered under GOLD contract).","YES","RMA-51225","DRIVE_WARRANTY","Servo drive returned under warranty claim — internal IGBT failure","Drive tested at factory — confirmed IGBT module failure. Within 24-month warranty period. Full replacement issued at no charge.","YES","691","5.7","NO","AXS-CR-001","","synthetic_extension"
"CMP-SYN-2065","ESCALATED","P4-LOW","14 Aug 2019 07:00","","","CUST-006","Appalachian Machine Works","Bobby Hicks","(423) 555-0667","bhicks@appmach.com","Knoxville, TN","STANDARD","M03","EIQ-M03-2019-1282","VMC-3000","OP02","Contour Milling","","tool_wear","SPN-WN-001","6.755","Tool Wear","Progressive cutting edge wear beyond service life","303.88","187.54","821.15","3.55","17.401","Customer Appalachian Machine Works called — M03 threw hard alarm SPN-WN-001 mid-program during Contour Milling. Spindle load P002 peaked at 3.04% before drive tripped. Tool T21 found broken in spindle bore — approx 40mm of flute snapped. Last good part passed inspection; current part scrapped. Customer asking about warranty on tooling and whether machine caused the breakage or vice versa.","Kumar, R.","","Technical investigation by Kumar, R.. Downloaded vibration data from Bosch CISS sensor for run_id M03_Aug_2019_SYN_065. X-axis RMS = 304 (units: ADC counts), crest factor 3.55. Pattern consistent with increased cutting forces from worn tool. Compared against M03 baseline from Aug 2019 — load elevated by 33%. No bearing defect frequency components detected in spectrum. Root cause confirmed: tool wear beyond service life. No warranty claim applicable.","Tool T21 replaced with new insert grade IC900 (customer's standard). Tool life counter reset to 0. Coolant concentration checked and adjusted to 9% (from 6.2%). First-off part inspected: dimensions within tolerance, surface finish Ra 0.8 μm achieved. Production resumed. Customer advised to increase tool change frequency by 20% for this material/operation combination and to check coolant concentration weekly. No chargeable service.","NO","","","","","","0","1.9","YES","SPN-WN-001","","synthetic_extension"
"CMP-SYN-2066","PENDING_PARTS","P1-CRITICAL","12 Aug 2019 19:00","","","CUST-007","Rio Grande Manufacturing","Carlos Mendez","(505) 555-0723","cmendez@riograndemfg.com","Albuquerque, NM","SILVER","M03","EIQ-M03-2019-2451","VMC-3000","OP10","Reaming","","spindle_bearing_fault","SPN-CR-001","3.956","Spindle Bearing Fault","Bearing race or rolling element fatigue defect","506.32","388.47","854.37","6.167","4.658","Rio Grande Manufacturing reporting M03 spindle temperature P003 running high at 6.17°C. Spindle cooling fan appears to be making intermittent noise — possibly bearing in fan motor. Alarm SPN-CR-001 active. Customer asking if they can continue running at reduced spindle speed while awaiting parts. Current part schedule is critical path.","Rodriguez, M.","Brennan, K. (FE-15)","Remote diagnostic: retrieved vibration data for run_id M03_Aug_2019_SYN_066. Spindle bearing vibration P004 = 6.17 mm/s (ISO Zone C). Kurtosis P064 = 4.7 — defect frequency component confirmed at BPFO = 137.5 Hz (consistent with outer race spall on 7014 bearing). Machine hours since last grease service: 1231h (OEM limit: 4,000h). Bearing replacement recommended. Error code SPN-CR-001 confirmed CRITICAL/MAJOR — correct action taken by PLC.","Spindle sent to depot for full rebuild (grease repack + runout check). Loaner spindle installed — job EIQ-LOAN-999. Rebuilt spindle returned and installed 8 business days later. Post-installation vibration: P004 = 2.02 mm/s. All axes re-qualified. Customer down-time: 50 hours. RMA raised for spindle core: RMA-64520.","YES","RMA-64520","VALVE_WARRANTY","Hydraulic relief valve returned — premature internal seat wear","Valve inspected — seat wear confirmed at 11 months in service. Within 12-month warranty. Replacement valve issued.","YES","338","5.8","YES","SPN-CR-001","","synthetic_extension"
"CMP-SYN-2067","ESCALATED","P2-HIGH","09 Feb 2021 22:00","","","CUST-008","Atlantic Precision Group","Jennifer Walsh","(617) 555-0834","jwalsh@atlanticprecision.com","Boston, MA","GOLD","M03","EIQ-M03-2021-4082","VMC-3000","OP07","Profile Milling","","tool_wear","SPN-MJ-003","3.621","Tool Wear","Progressive cutting edge wear beyond service life","297.8","228.19","1012.24","4.677","3.325","Customer called reporting elevated spindle load alarms on M03 during Profile Milling operation. Operator noticed surface finish degradation on last 8–12 parts before alarm triggered. Machine displaying SPN-MJ-003 with spindle load P002 reading 2.98%. Customer states tool was at approximately 78% of programmed tool life. Production halted on affected spindle. Customer requesting priority callback from field support. Machine M/N VMC-3000, S/N EIQ-M03-2021-4082. Current shift supervisor: Jennifer Walsh.","Petrov, A.","Lee, S. (FE-12)","Remote diagnostic session conducted with Petrov, A.. Reviewed P002 spindle load trend via OPC-UA historian — clear monotonic increase over prior 50 cycles consistent with progressive flank wear. NDCG feature trend confirms tool_wear classification. Kurtosis P064 = 3.3 (normal range 2.5–5.0). Recommended immediate tool replacement. Advised customer to calibrate tool life counter to actual tool life rather than theoretical. No machine fault — tooling and process issue. Error code SPN-MJ-003 confirmed appropriate.","Tool T10 replaced with new insert grade IC900 (customer's standard). Tool life counter reset to 0. Coolant concentration checked and adjusted to 9% (from 6.0%). First-off part inspected: dimensions within tolerance, surface finish Ra 0.8 μm achieved. Production resumed. Customer advised to increase tool change frequency by 20% for this material/operation combination and to check coolant concentration weekly. No chargeable service.","NO","","","","","","0","4.1","NO","SPN-MJ-003","","synthetic_extension"
"CMP-SYN-2068","ESCALATED","P4-LOW","16 Feb 2020 09:00","","","CUST-009","Heartland CNC Services","Tom Hartley","(515) 555-0912","thartley@heartlandcnc.com","Des Moines, IA","STANDARD","M03","EIQ-M03-2020-8606","VMC-3000","OP02","Contour Milling","","tool_wear","SPN-MN-001","7.5","Tool Wear","Progressive cutting edge wear beyond service life","338.77","193.69","1144.79","3.829","11.559","Inbound call from Tom Hartley at Heartland CNC Services. Reports intermittent spindle load spikes on M03 over the past 3 shifts. Error SPN-MN-001 appearing 4–6 times per shift, machine not stopping but operator applying feed override down to 70%. Surface finish on aluminium parts showing chatter marks. Customer believes tool is worn but wants confirmation before scrapping tooling. Last PM was 9 weeks ago.","Chen, L.","","Field engineer Mbeki, J. (FE-03) attended site 5 business days after initial call. Inspection findings: tool T28 showed severe flank wear on 2 of 4 flutes, corner radius worn to near-zero. Chip formation analysis: short, powdery chips consistent with rubbing rather than cutting. Coolant concentration measured at 4.6% (low — should be 8–10%); low concentration accelerating wear. Ball screw and guides inspected — nominal. No machine defect identified.","No machine repair required. Customer coaching on tool life management completed by Mbeki, J. (FE-03). Provided updated tooling recommendation for Contour Milling on aluminium: increase feed rate by 10%, reduce depth of cut by 15%, change tool grade to uncoated carbide. New parameters tested and validated. Surface finish improved to Ra 0.6 μm. Case closed — no charge under GOLD service contract.","NO","","","","","","0","3.8","YES","SPN-MN-001","","synthetic_extension"
"CMP-SYN-2069","PENDING_PARTS","P1-CRITICAL","24 Aug 2019 12:00","","","CUST-010","Mountain West Machining LLC","Janet Fujimoto","(303) 555-1034","jfujimoto@mwmach.com","Denver, CO","SILVER","M03","EIQ-M03-2019-7565","VMC-3000","OP14","Spindle Run Test","","actuator_fault","AXS-CR-001","6.96","Actuator Fault","Mechanical or electrical actuator failure","258.57","148.7","1190.38","4.515","17.064","Call from Janet Fujimoto at Mountain West Machining LLC. M03 hydraulic system alarm AXS-CR-001. Clamping fixture not releasing correctly — workpiece stuck in fixture. Hydraulic pressure P050 reading 4.51 bar. Customer manually bled hydraulic circuit but pressure not recovering. Machine S/N EIQ-M03-2019-7565.","Petrov, A.","Brennan, K. (FE-15)","Emergency remote diagnostic by Petrov, A.. ATC arm position log shows arm stopped at 23° of 90° swing — proximity sensor SW-ATC-MID not triggering. Customer technician guided to manually rotate ATC arm to home using maintenance jog mode. Sensor adjusted — fretting of mounting bracket caused sensor to drift out of range. ATC tested 20 cycles without recurrence. No parts required. Error AXS-CR-001 correctly triggered machine stop to prevent collision.","SSV lube distributor block replaced (PN: EIQ-LUB-SSV-6). Ball screw backlash compensation parameter adjusted from 0.003 to 0.006 mm. Lubrication system primed and verified — all 18 lube points confirmed receiving oil. Following error P016 re-tested: max 0.008 mm on rapid traverse — within specification. Machine re-qualified. Parts cost: $745. Labour: 6.0 h.","NO","","","","","","745","6.0","YES","AXS-CR-001","","synthetic_extension"
"CMP-SYN-2070","CLOSED","P2-HIGH","24 Aug 2021 19:00","30 Aug 2021 08:00","86","CUST-001","Precision Parts Midwest LLC","Dave Kowalski","(312) 555-0142","dkowalski@precisionmidwest.com","Chicago, IL","GOLD","M01","EIQ-M01-2021-3046","VMC-3000","OP10","Reaming","","spindle_bearing_fault","VIB-MJ-001","3.125","Spindle Bearing Fault","Bearing race or rolling element fatigue defect","379.65","291.44","1062.55","6.797","4.291","Call received from Dave Kowalski. M01 has been showing progressive vibration increase on spindle bearing sensor P004 over the past 2 weeks — operator noticed noise change but kept running. Now at 6.8 mm/s RMS, alarm VIB-MJ-001 active. Customer asks if bearing can be replaced on-site or if spindle needs to go to depot. Machine hours: approx 2933h on current bearing set. Last grease service: 9 months ago.","Kumar, R.","Brennan, K. (FE-15)","Field engineer Brennan, K. (FE-15) attended 2 days after initial call. Removed spindle nose cap and measured bearing temperature with IR thermometer: front bearing at 7°C vs. ambient 22°C — significant. Bearing noise clearly audible on mechanic's stethoscope. Vibration spectrum showed bearing defect frequencies. Bearings removed: front pair (7014 CDBP4) showed outer race spalling on one bearing — approx 8mm arc of pitting. Rear bearing NU1014 in good condition. Root cause: bearing fatigue from operation beyond grease service interval.","Spindle bearing set replaced on-site by Brennan, K. (FE-15). Parts used: 2× 7014 CDBP4 angular contact bearings (PN: EIQ-SPN-BRG-7014, batch BRG-94738), 1× NU1014 rear bearing (PN: EIQ-SPN-BRG-NU1014). Bearings installed with correct preload per EIQ-PROC-SPN-001. Spindle warmed up per SPD-WARMUP-001 (15 min). Acceptance vibration test run: P004 = 1.10 mm/s (Zone A — pass). Machine returned to production. Labour: 3.7 h. Parts charged to customer (bearing set outside warranty — 9 months in service).","YES","RMA-91079","VALVE_WARRANTY","Hydraulic relief valve returned — premature internal seat wear","Valve inspected — seat wear confirmed at 11 months in service. Within 12-month warranty. Replacement valve issued.","YES","399","3.7","NO","VIB-MJ-001","","synthetic_extension"
